ST,pan,tool,threshold,r_threshold,n,n_within,n_clusters
ST307,panaroodefault,trimal,23,82,965,931,251
ST307,panaroodefault,trimal,24,86,965,939,240
ST307,panaroodefault,trimal,25,89,965,939,223
ST307,panaroodefault,trimal,26,93,965,939,209
ST307,panaroodefault,trimal,27,96,965,942,193
ST307,panaroodefault,trimal,28,100,965,944,180
ST307,panaroodefault,trimal,29,103,965,945,174
ST307,panaroodefault,trimal,30,107,965,949,169
ST307,panaroodefault,trimal,31,110,965,952,163
ST307,panaroodefault,trimal,32,114,965,953,158
ST307,panaroodefault,trimal,33,118,965,953,152
ST307,panaroodefault,trimal,34,121,965,955,142
ST307,panaroodefault,trimal,35,125,965,956,134
ST307,panaroodefault,trimal,36,128,965,956,132
ST307,panaroodefault,trimal,37,132,965,956,129
ST307,panaroodefault,trimal,38,135,965,956,124
ST307,panaroodefault,trimal,39,139,965,959,119
ST307,panaroodefault,trimal,40,143,965,960,115
ST307,panaroodefault,trimal,41,146,965,960,111
ST307,panaroodefault,trimal,42,150,965,960,108
ST307,panaroodefault,trimal,43,153,965,960,106
ST307,panaroodefault,trimal,44,157,965,960,104
ST307,panaroodefault,trimal,45,160,965,961,99
ST307,panaroodefault,trimal,46,164,965,961,95
ST307,panaroodefault,trimal,47,167,965,961,93
ST307,panaroodefault,trimal,48,171,965,961,91
ST307,panaroodefault,trimal,49,175,965,961,86
ST307,panaroodefault,trimal,50,178,965,961,84
ST307,panaroodefault,trimal,51,182,965,962,83
ST307,panaroodefault,trimal,52,185,965,962,81
ST307,panaroodefault,trimal,53,189,965,962,81
ST307,panaroodefault,trimal,54,192,965,963,81
ST307,panaroodefault,trimal,55,196,965,963,77
ST307,panaroodefault,trimal,56,200,965,963,75
ST307,panaroodefault,trimal,57,203,965,963,74
ST307,panaroodefault,trimal,58,207,965,963,72
ST307,panaroodefault,trimal,59,210,965,963,70
ST307,panaroodefault,trimal,60,214,965,963,69
ST307,panaroodefault,trimal,61,217,965,963,68
ST307,panaroodefault,trimal,62,221,965,963,64
ST307,panaroodefault,trimal,63,224,965,964,62
ST307,panaroodefault,trimal,64,228,965,964,57
ST307,panaroodefault,trimal,65,232,965,964,55
ST307,panaroodefault,trimal,66,235,965,964,53
ST307,panaroodefault,trimal,67,239,965,964,51
ST307,panaroodefault,trimal,68,242,965,964,51
ST307,panaroodefault,trimal,69,246,965,964,49
ST307,panaroodefault,trimal,70,249,965,964,49
ST307,panaroodefault,trimal,71,253,965,964,47
ST307,panaroodefault,trimal,72,257,965,964,46
ST307,panaroodefault,trimal,73,260,965,964,46
ST307,panaroodefault,trimal,74,264,965,964,44
ST307,panaroodefault,trimal,75,267,965,964,43
ST307,panaroodefault,trimal,76,271,965,964,42
ST307,panaroodefault,trimal,77,274,965,964,41
ST307,panaroodefault,trimal,78,278,965,964,41
ST307,panaroodefault,trimal,79,281,965,964,41
ST307,panaroodefault,trimal,80,285,965,964,40
ST307,panaroodefault,trimal,81,289,965,964,40
ST307,panaroodefault,trimal,82,292,965,964,40
ST307,panaroodefault,trimal,83,296,965,964,40
ST307,panaroodefault,trimal,84,299,965,964,40
ST307,panaroodefault,trimal,85,303,965,964,40
ST307,panaroodefault,trimal,86,306,965,964,40
ST307,panaroodefault,trimal,87,310,965,964,39
ST307,panaroodefault,trimal,88,314,965,964,39
ST307,panaroodefault,trimal,89,317,965,964,37
ST307,panaroodefault,trimal,90,321,965,964,36
ST307,panaroodefault,trimal,91,324,965,964,35
ST307,panaroodefault,trimal,92,328,965,964,35
ST307,panaroodefault,trimal,93,331,965,964,35
ST307,panaroodefault,trimal,94,335,965,964,35
ST307,panaroodefault,trimal,95,338,965,964,35
ST307,panaroodefault,trimal,96,342,965,964,35
ST307,panaroodefault,trimal,97,346,965,964,35
ST307,panaroodefault,trimal,98,349,965,964,35
ST307,panaroodefault,trimal,99,353,965,964,34
ST307,panaroodefault,trimal,100,356,965,964,34
ST307,panaroo,fixcore,1,5,965,708,354
ST307,panaroo,fixcore,2,9,965,724,362
ST307,panaroo,fixcore,3,14,965,745,371
ST307,panaroo,fixcore,4,18,965,753,374
ST307,panaroo,fixcore,5,23,965,783,385
ST307,panaroo,fixcore,6,27,965,803,392
ST307,panaroo,fixcore,7,32,965,818,390
ST307,panaroo,fixcore,8,36,965,829,392
ST307,panaroo,fixcore,9,41,965,845,396
ST307,panaroo,fixcore,10,45,965,856,397
ST307,panaroo,fixcore,11,50,965,870,392
ST307,panaroo,fixcore,12,54,965,881,392
ST307,panaroo,fixcore,13,59,965,892,387
ST307,panaroo,fixcore,14,63,965,897,376
ST307,panaroo,fixcore,15,68,965,907,357
ST307,panaroo,fixcore,16,72,965,917,343
ST307,panaroo,fixcore,17,77,965,926,322
ST307,panaroo,fixcore,18,81,965,932,303
ST307,panaroo,fixcore,19,86,965,937,276
ST307,panaroo,fixcore,20,90,965,945,248
ST307,panaroo,fixcore,21,95,965,952,227
ST307,panaroo,fixcore,22,100,965,953,197
ST307,panaroo,fixcore,23,104,965,953,180
ST307,panaroo,fixcore,24,109,965,954,153
ST307,panaroo,fixcore,25,113,965,957,139
ST307,panaroo,fixcore,26,118,965,959,128
ST307,panaroo,fixcore,27,122,965,960,121
ST307,panaroo,fixcore,28,127,965,960,106
ST307,panaroo,fixcore,29,131,965,961,94
ST307,panaroo,fixcore,30,136,965,963,85
ST307,panaroo,fixcore,31,140,965,963,77
ST307,panaroo,fixcore,32,145,965,963,71
ST307,panaroo,fixcore,33,149,965,963,67
ST307,panaroo,fixcore,34,154,965,963,62
ST307,panaroo,fixcore,35,158,965,964,59
ST307,panaroo,fixcore,36,163,965,964,55
ST307,panaroo,fixcore,37,167,965,964,55
ST307,panaroo,fixcore,38,172,965,964,51
ST307,panaroo,fixcore,39,176,965,964,48
ST307,panaroo,fixcore,40,181,965,964,45
ST307,panaroo,fixcore,41,185,965,964,42
ST307,panaroo,fixcore,42,190,965,964,38
ST307,panaroo,fixcore,43,195,965,964,37
ST307,panaroo,fixcore,44,199,965,964,37
ST307,panaroo,fixcore,45,204,965,964,36
ST307,panaroo,fixcore,46,208,965,964,35
ST307,panaroo,fixcore,47,213,965,965,34
ST307,panaroo,fixcore,48,217,965,965,34
ST307,panaroo,fixcore,49,222,965,965,31
ST307,panaroo,fixcore,50,226,965,965,31
ST307,panaroo,fixcore,51,231,965,965,30
ST307,panaroo,fixcore,52,235,965,965,30
ST307,panaroo,fixcore,53,240,965,965,29
ST307,panaroo,fixcore,54,244,965,965,29
ST307,panaroo,fixcore,55,249,965,965,29
ST307,panaroo,fixcore,56,253,965,965,29
ST307,panaroo,fixcore,57,258,965,965,29
ST307,panaroo,fixcore,58,262,965,965,27
ST307,panaroo,fixcore,59,267,965,965,27
ST307,panaroo,fixcore,60,271,965,965,26
ST307,panaroo,fixcore,61,276,965,965,25
ST307,panaroo,fixcore,62,280,965,965,25
ST307,panaroo,fixcore,63,285,965,965,24
ST307,panaroo,fixcore,64,290,965,965,24
ST307,panaroo,fixcore,65,294,965,965,24
ST307,panaroo,fixcore,66,299,965,965,24
ST307,panaroo,fixcore,67,303,965,965,24
ST307,panaroo,fixcore,68,308,965,965,24
ST307,panaroo,fixcore,69,312,965,965,24
ST307,panaroo,fixcore,70,317,965,965,24
ST307,panaroo,fixcore,71,321,965,965,24
ST307,panaroo,fixcore,72,326,965,965,24
ST307,panaroo,fixcore,73,330,965,965,24
ST307,panaroo,fixcore,74,335,965,965,24
ST307,panaroo,fixcore,75,339,965,965,24
ST307,panaroo,fixcore,76,344,965,965,24
ST307,panaroo,fixcore,77,348,965,965,24
ST307,panaroo,fixcore,78,353,965,965,24
ST307,panaroo,fixcore,79,357,965,965,24
ST307,panaroo,fixcore,80,362,965,965,24
ST307,panaroo,fixcore,81,366,965,965,24
ST307,panaroo,fixcore,82,371,965,965,23
ST307,panaroo,fixcore,83,375,965,965,23
ST307,panaroo,fixcore,84,380,965,965,22
ST307,panaroo,fixcore,85,384,965,965,21
ST307,panaroo,fixcore,86,389,965,965,21
ST307,panaroo,fixcore,87,394,965,965,20
ST307,panaroo,fixcore,88,398,965,965,20
ST307,panaroo,fixcore,89,403,965,965,19
ST307,panaroo,fixcore,90,407,965,965,19
ST307,panaroo,fixcore,91,412,965,965,18
ST307,panaroo,fixcore,92,416,965,965,18
ST307,panaroo,fixcore,93,421,965,965,18
ST307,panaroo,fixcore,94,425,965,965,17
ST307,panaroo,fixcore,95,430,965,965,17
ST307,panaroo,fixcore,96,434,965,965,17
ST307,panaroo,fixcore,97,439,965,965,17
ST307,panaroo,fixcore,98,443,965,965,17
ST307,panaroo,fixcore,99,448,965,965,17
ST307,panaroo,fixcore,100,452,965,965,17
ST307,panaroo,hmmcleaner,1,5,965,712,356
ST307,panaroo,hmmcleaner,2,9,965,724,362
ST307,panaroo,hmmcleaner,3,14,965,748,373
ST307,panaroo,hmmcleaner,4,18,965,764,379
ST307,panaroo,hmmcleaner,5,23,965,783,387
ST307,panaroo,hmmcleaner,6,27,965,793,390
ST307,panaroo,hmmcleaner,7,32,965,805,393
ST307,panaroo,hmmcleaner,8,36,965,814,393
ST307,panaroo,hmmcleaner,9,41,965,833,398
ST307,panaroo,hmmcleaner,10,45,965,841,400
ST307,panaroo,hmmcleaner,11,50,965,850,399
ST307,panaroo,hmmcleaner,12,54,965,858,397
ST307,panaroo,hmmcleaner,13,59,965,868,393
ST307,panaroo,hmmcleaner,14,64,965,876,381
ST307,panaroo,hmmcleaner,15,68,965,888,375
ST307,panaroo,hmmcleaner,16,73,965,900,364
ST307,panaroo,hmmcleaner,17,77,965,908,352
ST307,panaroo,hmmcleaner,18,82,965,915,333
ST307,panaroo,hmmcleaner,19,86,965,920,317
ST307,panaroo,hmmcleaner,20,91,965,924,296
ST307,panaroo,hmmcleaner,21,95,965,931,281
ST307,panaroo,hmmcleaner,22,100,965,932,254
ST307,panaroo,hmmcleaner,23,104,965,938,237
ST307,panaroo,hmmcleaner,24,109,965,940,208
ST307,panaroo,hmmcleaner,25,114,965,947,197
ST307,panaroo,hmmcleaner,26,118,965,951,184
ST307,panaroo,hmmcleaner,27,123,965,953,170
ST307,panaroo,hmmcleaner,28,127,965,955,155
ST307,panaroo,hmmcleaner,29,132,965,955,143
ST307,panaroo,hmmcleaner,30,136,965,958,136
ST307,panaroo,hmmcleaner,31,141,965,960,121
ST307,panaroo,hmmcleaner,32,145,965,961,113
ST307,panaroo,hmmcleaner,33,150,965,961,106
ST307,panaroo,hmmcleaner,34,154,965,961,102
ST307,panaroo,hmmcleaner,35,159,965,961,95
ST307,panaroo,hmmcleaner,36,163,965,961,92
ST307,panaroo,hmmcleaner,37,168,965,961,84
ST307,panaroo,hmmcleaner,38,173,965,963,76
ST307,panaroo,hmmcleaner,39,177,965,963,72
ST307,panaroo,hmmcleaner,40,182,965,963,68
ST307,panaroo,hmmcleaner,41,186,965,963,64
ST307,panaroo,hmmcleaner,42,191,965,963,61
ST307,panaroo,hmmcleaner,43,195,965,963,59
ST307,panaroo,hmmcleaner,44,200,965,963,56
ST307,panaroo,hmmcleaner,45,204,965,963,54
ST307,panaroo,hmmcleaner,46,209,965,963,53
ST307,panaroo,hmmcleaner,47,213,965,963,48
ST307,panaroo,hmmcleaner,48,218,965,963,46
ST307,panaroo,hmmcleaner,49,223,965,963,45
ST307,panaroo,hmmcleaner,50,227,965,963,44
ST307,panaroo,hmmcleaner,51,232,965,963,43
ST307,panaroo,hmmcleaner,52,236,965,963,43
ST307,panaroo,hmmcleaner,53,241,965,963,43
ST307,panaroo,hmmcleaner,54,245,965,963,41
ST307,panaroo,hmmcleaner,55,250,965,963,38
ST307,panaroo,hmmcleaner,56,254,965,963,37
ST307,panaroo,hmmcleaner,57,259,965,964,37
ST307,panaroo,hmmcleaner,58,263,965,964,37
ST307,panaroo,hmmcleaner,59,268,965,964,36
ST307,panaroo,hmmcleaner,60,272,965,964,36
ST307,panaroo,hmmcleaner,61,277,965,964,36
ST307,panaroo,hmmcleaner,62,282,965,964,35
ST307,panaroo,hmmcleaner,63,286,965,964,33
ST307,panaroo,hmmcleaner,64,291,965,964,32
ST307,panaroo,hmmcleaner,65,295,965,964,30
ST307,panaroo,hmmcleaner,66,300,965,964,30
ST307,panaroo,hmmcleaner,67,304,965,964,30
ST307,panaroo,hmmcleaner,68,309,965,964,29
ST307,panaroo,hmmcleaner,69,313,965,964,28
ST307,panaroo,hmmcleaner,70,318,965,964,27
ST307,panaroo,hmmcleaner,71,322,965,964,27
ST307,panaroo,hmmcleaner,72,327,965,964,27
ST307,panaroo,hmmcleaner,73,332,965,964,27
ST307,panaroo,hmmcleaner,74,336,965,964,26
ST307,panaroo,hmmcleaner,75,341,965,964,26
ST307,panaroo,hmmcleaner,76,345,965,964,26
ST307,panaroo,hmmcleaner,77,350,965,964,26
ST307,panaroo,hmmcleaner,78,354,965,964,25
ST307,panaroo,hmmcleaner,79,359,965,964,25
ST307,panaroo,hmmcleaner,80,363,965,964,25
ST307,panaroo,hmmcleaner,81,368,965,964,25
ST307,panaroo,hmmcleaner,82,372,965,964,25
ST307,panaroo,hmmcleaner,83,377,965,964,25
ST307,panaroo,hmmcleaner,84,381,965,964,25
ST307,panaroo,hmmcleaner,85,386,965,964,25
ST307,panaroo,hmmcleaner,86,391,965,964,25
ST307,panaroo,hmmcleaner,87,395,965,964,25
ST307,panaroo,hmmcleaner,88,400,965,965,24
ST307,panaroo,hmmcleaner,89,404,965,965,24
ST307,panaroo,hmmcleaner,90,409,965,965,23
ST307,panaroo,hmmcleaner,91,413,965,965,23
ST307,panaroo,hmmcleaner,92,418,965,965,23
ST307,panaroo,hmmcleaner,93,422,965,965,23
ST307,panaroo,hmmcleaner,94,427,965,965,21
ST307,panaroo,hmmcleaner,95,431,965,965,21
ST307,panaroo,hmmcleaner,96,436,965,965,19
ST307,panaroo,hmmcleaner,97,441,965,965,18
ST307,panaroo,hmmcleaner,98,445,965,965,18
ST307,panaroo,hmmcleaner,99,450,965,965,18
ST307,panaroo,hmmcleaner,100,454,965,965,17
ST307,panaroo,snippy,1,5,966,780,388
ST307,panaroo,snippy,2,9,966,805,399
ST307,panaroo,snippy,3,14,966,822,406
ST307,panaroo,snippy,4,18,966,836,406
ST307,panaroo,snippy,5,23,966,855,403
ST307,panaroo,snippy,6,27,966,867,405
ST307,panaroo,snippy,7,32,966,875,400
ST307,panaroo,snippy,8,36,966,885,401
ST307,panaroo,snippy,9,41,966,889,401
ST307,panaroo,snippy,10,46,966,901,402
ST307,panaroo,snippy,11,50,966,906,401
ST307,panaroo,snippy,12,55,966,914,387
ST307,panaroo,snippy,13,59,966,922,369
ST307,panaroo,snippy,14,64,966,931,353
ST307,panaroo,snippy,15,68,966,936,317
ST307,panaroo,snippy,16,73,966,944,285
ST307,panaroo,snippy,17,78,966,952,244
ST307,panaroo,snippy,18,82,966,957,208
ST307,panaroo,snippy,19,87,966,959,172
ST307,panaroo,snippy,20,91,966,963,146
ST307,panaroo,snippy,21,96,966,963,109
ST307,panaroo,snippy,22,100,966,963,90
ST307,panaroo,snippy,23,105,966,966,60
ST307,panaroo,snippy,24,109,966,966,54
ST307,panaroo,snippy,25,114,966,966,41
ST307,panaroo,snippy,26,119,966,966,31
ST307,panaroo,snippy,27,123,966,966,25
ST307,panaroo,snippy,28,128,966,966,23
ST307,panaroo,snippy,29,132,966,966,20
ST307,panaroo,snippy,30,137,966,966,16
ST307,panaroo,snippy,31,141,966,966,14
ST307,panaroo,snippy,32,146,966,966,13
ST307,panaroo,snippy,33,150,966,966,10
ST307,panaroo,snippy,34,155,966,966,8
ST307,panaroo,snippy,35,160,966,966,8
ST307,panaroo,snippy,36,164,966,966,7
ST307,panaroo,snippy,37,169,966,966,7
ST307,panaroo,snippy,38,173,966,966,7
ST307,panaroo,snippy,39,178,966,966,7
ST307,panaroo,snippy,40,182,966,966,7
ST307,panaroo,snippy,41,187,966,966,6
ST307,panaroo,snippy,42,191,966,966,6
ST307,panaroo,snippy,43,196,966,966,5
ST307,panaroo,snippy,44,201,966,966,5
ST307,panaroo,snippy,45,205,966,966,5
ST307,panaroo,snippy,46,210,966,966,5
ST307,panaroo,snippy,47,214,966,966,5
ST307,panaroo,snippy,48,219,966,966,4
ST307,panaroo,snippy,49,223,966,966,4
ST307,panaroo,snippy,50,228,966,966,3
ST307,panaroo,snippy,51,233,966,966,3
ST307,panaroo,snippy,52,237,966,966,3
ST307,panaroo,snippy,53,242,966,966,3
ST307,panaroo,snippy,54,246,966,966,3
ST307,panaroo,snippy,55,251,966,966,3
ST307,panaroo,snippy,56,255,966,966,3
ST307,panaroo,snippy,57,260,966,966,3
ST307,panaroo,snippy,58,264,966,966,3
ST307,panaroo,snippy,59,269,966,966,3
ST307,panaroo,snippy,60,274,966,966,3
ST307,panaroo,snippy,61,278,966,966,3
ST307,panaroo,snippy,62,283,966,966,3
ST307,panaroo,snippy,63,287,966,966,3
ST307,panaroo,snippy,64,292,966,966,3
ST307,panaroo,snippy,65,296,966,966,3
ST307,panaroo,snippy,66,301,966,966,3
ST307,panaroo,snippy,67,305,966,966,3
ST307,panaroo,snippy,68,310,966,966,3
ST307,panaroo,snippy,69,315,966,966,3
ST307,panaroo,snippy,70,319,966,966,3
ST307,panaroo,snippy,71,324,966,966,3
ST307,panaroo,snippy,72,328,966,966,3
ST307,panaroo,snippy,73,333,966,966,3
ST307,panaroo,snippy,74,337,966,966,3
ST307,panaroo,snippy,75,342,966,966,3
ST307,panaroo,snippy,76,346,966,966,3
ST307,panaroo,snippy,77,351,966,966,3
ST307,panaroo,snippy,78,356,966,966,3
ST307,panaroo,snippy,79,360,966,966,3
ST307,panaroo,snippy,80,365,966,966,3
ST307,panaroo,snippy,81,369,966,966,3
ST307,panaroo,snippy,82,374,966,966,3
ST307,panaroo,snippy,83,378,966,966,3
ST307,panaroo,snippy,84,383,966,966,3
ST307,panaroo,snippy,85,388,966,966,3
ST307,panaroo,snippy,86,392,966,966,3
ST307,panaroo,snippy,87,397,966,966,3
ST307,panaroo,snippy,88,401,966,966,3
ST307,panaroo,snippy,89,406,966,966,3
ST307,panaroo,snippy,90,410,966,966,3
ST307,panaroo,snippy,91,415,966,966,3
ST307,panaroo,snippy,92,419,966,966,3
ST307,panaroo,snippy,93,424,966,966,3
ST307,panaroo,snippy,94,429,966,966,3
ST307,panaroo,snippy,95,433,966,966,3
ST307,panaroo,snippy,96,438,966,966,3
ST307,panaroo,snippy,97,442,966,966,3
ST307,panaroo,snippy,98,447,966,966,3
ST307,panaroo,snippy,99,451,966,966,3
ST307,panaroo,snippy,100,456,966,966,3
ST307,panaroo,subset,1,5,965,686,343
ST307,panaroo,subset,2,9,965,696,348
ST307,panaroo,subset,3,14,965,714,357
ST307,panaroo,subset,4,18,965,723,360
ST307,panaroo,subset,5,23,965,742,368
ST307,panaroo,subset,6,27,965,752,372
ST307,panaroo,subset,7,32,965,765,377
ST307,panaroo,subset,8,36,965,773,378
ST307,panaroo,subset,9,41,965,800,390
ST307,panaroo,subset,10,46,965,809,392
ST307,panaroo,subset,11,50,965,822,395
ST307,panaroo,subset,12,55,965,831,395
ST307,panaroo,subset,13,59,965,839,393
ST307,panaroo,subset,14,64,965,847,388
ST307,panaroo,subset,15,68,965,861,388
ST307,panaroo,subset,16,73,965,875,383
ST307,panaroo,subset,17,77,965,885,379
ST307,panaroo,subset,18,82,965,895,364
ST307,panaroo,subset,19,86,965,902,353
ST307,panaroo,subset,20,91,965,912,336
ST307,panaroo,subset,21,96,965,921,316
ST307,panaroo,subset,22,100,965,925,301
ST307,panaroo,subset,23,105,965,930,282
ST307,panaroo,subset,24,109,965,934,264
ST307,panaroo,subset,25,114,965,938,245
ST307,panaroo,subset,26,118,965,942,235
ST307,panaroo,subset,27,123,965,946,222
ST307,panaroo,subset,28,127,965,946,208
ST307,panaroo,subset,29,132,965,946,196
ST307,panaroo,subset,30,137,965,950,185
ST307,panaroo,subset,31,141,965,952,178
ST307,panaroo,subset,32,146,965,953,168
ST307,panaroo,subset,33,150,965,953,161
ST307,panaroo,subset,34,155,965,954,146
ST307,panaroo,subset,35,159,965,957,143
ST307,panaroo,subset,36,164,965,957,135
ST307,panaroo,subset,37,168,965,957,128
ST307,panaroo,subset,38,173,965,958,121
ST307,panaroo,subset,39,178,965,958,116
ST307,panaroo,subset,40,182,965,958,112
ST307,panaroo,subset,41,187,965,959,106
ST307,panaroo,subset,42,191,965,959,97
ST307,panaroo,subset,43,196,965,961,94
ST307,panaroo,subset,44,200,965,961,93
ST307,panaroo,subset,45,205,965,962,88
ST307,panaroo,subset,46,209,965,963,86
ST307,panaroo,subset,47,214,965,964,80
ST307,panaroo,subset,48,218,965,964,79
ST307,panaroo,subset,49,223,965,964,72
ST307,panaroo,subset,50,228,965,964,69
ST307,panaroo,subset,51,232,965,964,67
ST307,panaroo,subset,52,237,965,964,65
ST307,panaroo,subset,53,241,965,964,64
ST307,panaroo,subset,54,246,965,964,60
ST307,panaroo,subset,55,250,965,964,59
ST307,panaroo,subset,56,255,965,964,56
ST307,panaroo,subset,57,259,965,964,53
ST307,panaroo,subset,58,264,965,964,52
ST307,panaroo,subset,59,269,965,964,50
ST307,panaroo,subset,60,273,965,964,48
ST307,panaroo,subset,61,278,965,964,46
ST307,panaroo,subset,62,282,965,964,44
ST307,panaroo,subset,63,287,965,965,44
ST307,panaroo,subset,64,291,965,965,44
ST307,panaroo,subset,65,296,965,965,44
ST307,panaroo,subset,66,300,965,965,44
ST307,panaroo,subset,67,305,965,965,42
ST307,panaroo,subset,68,310,965,965,42
ST307,panaroo,subset,69,314,965,965,41
ST307,panaroo,subset,70,319,965,965,40
ST307,panaroo,subset,71,323,965,965,39
ST307,panaroo,subset,72,328,965,965,38
ST307,panaroo,subset,73,332,965,965,38
ST307,panaroo,subset,74,337,965,965,38
ST307,panaroo,subset,75,341,965,965,36
ST307,panaroo,subset,76,346,965,965,36
ST307,panaroo,subset,77,350,965,965,35
ST307,panaroo,subset,78,355,965,965,35
ST307,panaroo,subset,79,360,965,965,34
ST307,panaroo,subset,80,364,965,965,34
ST307,panaroo,subset,81,369,965,965,34
ST307,panaroo,subset,82,373,965,965,33
ST307,panaroo,subset,83,378,965,965,33
ST307,panaroo,subset,84,382,965,965,33
ST307,panaroo,subset,85,387,965,965,33
ST307,panaroo,subset,86,391,965,965,33
ST307,panaroo,subset,87,396,965,965,33
ST307,panaroo,subset,88,401,965,965,32
ST307,panaroo,subset,89,405,965,965,31
ST307,panaroo,subset,90,410,965,965,31
ST307,panaroo,subset,91,414,965,965,31
ST307,panaroo,subset,92,419,965,965,31
ST307,panaroo,subset,93,423,965,965,30
ST307,panaroo,subset,94,428,965,965,30
ST307,panaroo,subset,95,432,965,965,30
ST307,panaroo,subset,96,437,965,965,30
ST307,panaroo,subset,97,442,965,965,29
ST307,panaroo,subset,98,446,965,965,29
ST307,panaroo,subset,99,451,965,965,29
ST307,panaroo,subset,100,455,965,965,29
ST307,panaroo,treeshrink,1,5,965,698,349
ST307,panaroo,treeshrink,2,9,965,710,355
ST307,panaroo,treeshrink,3,14,965,724,361
ST307,panaroo,treeshrink,4,18,965,733,364
ST307,panaroo,treeshrink,5,23,965,751,373
ST307,panaroo,treeshrink,6,27,965,769,381
ST307,panaroo,treeshrink,7,32,965,784,384
ST307,panaroo,treeshrink,8,36,965,795,388
ST307,panaroo,treeshrink,9,41,965,810,391
ST307,panaroo,treeshrink,10,45,965,817,392
ST307,panaroo,treeshrink,11,50,965,831,396
ST307,panaroo,treeshrink,12,55,965,839,392
ST307,panaroo,treeshrink,13,59,965,848,391
ST307,panaroo,treeshrink,14,64,965,857,385
ST307,panaroo,treeshrink,15,68,965,877,382
ST307,panaroo,treeshrink,16,73,965,892,374
ST307,panaroo,treeshrink,17,77,965,900,364
ST307,panaroo,treeshrink,18,82,965,908,348
ST307,panaroo,treeshrink,19,86,965,910,333
ST307,panaroo,treeshrink,20,91,965,919,316
ST307,panaroo,treeshrink,21,96,965,922,290
ST307,panaroo,treeshrink,22,100,965,926,273
ST307,panaroo,treeshrink,23,105,965,934,259
ST307,panaroo,treeshrink,24,109,965,938,241
ST307,panaroo,treeshrink,25,114,965,939,226
ST307,panaroo,treeshrink,26,118,965,940,214
ST307,panaroo,treeshrink,27,123,965,945,197
ST307,panaroo,treeshrink,28,127,965,945,186
ST307,panaroo,treeshrink,29,132,965,946,176
ST307,panaroo,treeshrink,30,136,965,948,164
ST307,panaroo,treeshrink,31,141,965,948,155
ST307,panaroo,treeshrink,32,146,965,952,147
ST307,panaroo,treeshrink,33,150,965,952,141
ST307,panaroo,treeshrink,34,155,965,956,129
ST307,panaroo,treeshrink,35,159,965,957,127
ST307,panaroo,treeshrink,36,164,965,958,121
ST307,panaroo,treeshrink,37,168,965,959,119
ST307,panaroo,treeshrink,38,173,965,959,114
ST307,panaroo,treeshrink,39,177,965,959,111
ST307,panaroo,treeshrink,40,182,965,959,106
ST307,panaroo,treeshrink,41,187,965,960,99
ST307,panaroo,treeshrink,42,191,965,960,95
ST307,panaroo,treeshrink,43,196,965,961,92
ST307,panaroo,treeshrink,44,200,965,961,88
ST307,panaroo,treeshrink,45,205,965,962,86
ST307,panaroo,treeshrink,46,209,965,962,81
ST307,panaroo,treeshrink,47,214,965,962,75
ST307,panaroo,treeshrink,48,218,965,962,72
ST307,panaroo,treeshrink,49,223,965,962,67
ST307,panaroo,treeshrink,50,227,965,962,65
ST307,panaroo,treeshrink,51,232,965,962,62
ST307,panaroo,treeshrink,52,237,965,962,59
ST307,panaroo,treeshrink,53,241,965,962,56
ST307,panaroo,treeshrink,54,246,965,962,53
ST307,panaroo,treeshrink,55,250,965,962,51
ST307,panaroo,treeshrink,56,255,965,962,49
ST307,panaroo,treeshrink,57,259,965,962,49
ST307,panaroo,treeshrink,58,264,965,962,47
ST307,panaroo,treeshrink,59,268,965,963,46
ST307,panaroo,treeshrink,60,273,965,963,45
ST307,panaroo,treeshrink,61,278,965,963,45
ST307,panaroo,treeshrink,62,282,965,963,42
ST307,panaroo,treeshrink,63,287,965,963,41
ST307,panaroo,treeshrink,64,291,965,964,41
ST307,panaroo,treeshrink,65,296,965,964,40
ST307,panaroo,treeshrink,66,300,965,964,39
ST307,panaroo,treeshrink,67,305,965,964,39
ST307,panaroo,treeshrink,68,309,965,964,38
ST307,panaroo,treeshrink,69,314,965,964,38
ST307,panaroo,treeshrink,70,318,965,964,38
ST307,panaroo,treeshrink,71,323,965,964,36
ST307,panaroo,treeshrink,72,328,965,964,35
ST307,panaroo,treeshrink,73,332,965,964,35
ST307,panaroo,treeshrink,74,337,965,964,35
ST307,panaroo,treeshrink,75,341,965,964,34
ST307,panaroo,treeshrink,76,346,965,964,34
ST307,panaroo,treeshrink,77,350,965,964,34
ST307,panaroo,treeshrink,78,355,965,964,34
ST307,panaroo,treeshrink,79,359,965,964,34
ST307,panaroo,treeshrink,80,364,965,964,34
ST307,panaroo,treeshrink,81,369,965,964,34
ST307,panaroo,treeshrink,82,373,965,964,33
ST307,panaroo,treeshrink,83,378,965,965,33
ST307,panaroo,treeshrink,84,382,965,965,33
ST307,panaroo,treeshrink,85,387,965,965,32
ST307,panaroo,treeshrink,86,391,965,965,32
ST307,panaroo,treeshrink,87,396,965,965,30
ST307,panaroo,treeshrink,88,400,965,965,30
ST307,panaroo,treeshrink,89,405,965,965,29
ST307,panaroo,treeshrink,90,409,965,965,28
ST307,panaroo,treeshrink,91,414,965,965,28
ST307,panaroo,treeshrink,92,419,965,965,28
ST307,panaroo,treeshrink,93,423,965,965,28
ST307,panaroo,treeshrink,94,428,965,965,28
ST307,panaroo,treeshrink,95,432,965,965,28
ST307,panaroo,treeshrink,96,437,965,965,28
